Gender,USCitizen,English,POE,BooksReadSummer,ReadProgHS,PartReadProgHS,OwnBookSummer,PercentReadSummer,WhyNotRead,OtherReasonsNot,FamilyRead,SummerSurvey,QuizScore,FirstGen,PercentReadSummerFollowup,PercentReadSemester,Reread,CWSRead,CWSWrite,Think,Challenge,EnjoyBook,EventAdd,CourseEffect,FollowupSurvey,Book,Year,PercentReadSemesterM,ReadSummer,ReadFollowup,ReadSemester,Read,AttendEvent,ConversationsCount,ConversationsWith,BookLength,BookDifficulty,KnowSummerRead,WhichOrientation
Male,Yes,Yes,,1,Yes,Yes,No,0,No Point,,No,Yes,,No,0,0,No,The book wasn't assigned,None,3,3,3,,,Yes,Little Brother,2014,0,No,No,No,No,No,0,,,,,
Male,Yes,Yes,Social Sciences,3,Yes,Yes,Yes,1,,,No,Yes,,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Male,Yes,Yes,Social Sciences,6,No,No,Yes,,Boring,,No,Yes,,,,,,,,,,,,,,Little Brother,2014,,,,,,,,,,,,
Female,Yes,Yes,Natural Sciences,1,No,No,Yes,0,Boring,,No,Yes,1,No,0,0,No,The book wasn't assigned,None,3,3,3,,,Yes,Little Brother,2014,0,No,No,No,No,No,0,,,,,
Female,Yes,Yes,Social Sciences,4,No,No,No,5,Too Busy,I got it online and I spent all summer working at an overnight camp and I couldn't use electronics there,No,Yes,0.75,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Natural Sciences,10,Yes,Yes,Yes,0,Too Busy,I was trying to finish another book series and ran out of time,No,Yes,0.75,Yes,0,100,No,All of the book,"Formal Essay for CWS, Response/Reflection paper",1,3,3,,,Yes,Little Brother,2014,100,No,No,Yes,Yes,No,1,Group,,,,
Female,Yes,Yes,Social Sciences,1,Yes,Yes,Yes,0,Boring,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Social Sciences,1,No,No,No,0,"No Point, Topic Dislike",Have a job,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Natural Sciences,5,No,,No,0,Too Busy,I did not decide to go to juniata until 3 weeks before the term started. After i decided i went to peru.,Yes,Yes,,No,0,100,Yes,All of the book,Formal Essay for CWS,4,4,2,,,Yes,Little Brother,2014,100,No,No,Yes,Yes,No,10,"Individual, Group",,,,
Male,Yes,Yes,Natural Sciences,2,Yes,No,Yes,1,,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Natural Sciences,3,Yes,Yes,Yes,75,Topic Dislike,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Male,Yes,Yes,Natural Sciences,1,No,No,No,0,Too Busy,,No,Yes,0.75,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Fine Arts,12,Yes,Yes,Yes,50,Boring,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Social Sciences,5,Yes,Yes,Yes,54,Too Busy,I mildly disagree with the viewpoint presented in the book,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Social Sciences,1,Yes,Yes,Yes,1,,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Male,Yes,Yes,Natural Sciences,2,No,No,Yes,1,,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Male,Yes,Yes,Natural Sciences,2,Yes,Yes,Yes,10,"Too Busy	, Not Reader, Boring, Topic Dislike",,No,Yes,0.75,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Male,Yes,Yes,Natural Sciences,2,No,No,Yes,99.9,Too Busy,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,Yes,,,,,,,,,,
Female,Yes,Yes,Social Sciences,12,Yes,Yes,Yes,50,"Too Busy	, Boring, Topic Dislike",,No,Yes,1,Yes,40,0,No,The book wasn't assigned,None,3,3,1,,,Yes,Little Brother,2014,40,No,No,No,No,No,3,"Individual, Group",,,,
Female,Yes,Yes,Social Sciences,2,Yes,Yes,Yes,100,,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,Yes,,,,,,,,,,
Male,Yes,Yes,Natural Sciences,0,No,No,No,0,"Not Reader, No Point, Topic Dislike",,No,Yes,,Yes,0,100,No,All of the book,Formal Essay for CWS,5,5,4,,,Yes,Little Brother,2014,100,No,No,Yes,Yes,No,0,,,,,
Female,Yes,Yes,Natural Sciences,2,No,No,Yes,11,Too Busy,job,No,Yes,0.5,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,No,Yes,Natural Sciences,1,No,No,No,20,Topic Dislike,,No,Yes,0.5,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Male,Yes,Yes,Natural Sciences,2,No,No,No,0,Too Busy,,No,Yes,0.25,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Male,Yes,Yes,Social Sciences,1,Yes,No,Yes,40,"Boring, Topic Dislike",,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Humanities,4,No,No,Yes,1,,,No,Yes,1,Yes,100,0,No,The book wasn't assigned,None,2,2,2,,,Yes,Little Brother,2014,100,No,Yes,Yes,Yes,No,3,Group,,,,
Female,Yes,Yes,Social Sciences,2,No,No,Yes,10,Too Busy,,No,Yes,0.75,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Male,Yes,Yes,Natural Sciences,2,No,No,No,0,Too Busy,didnt transfer or get accepted until two weeks ago,No,Yes,0.75,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Social Sciences,2,No,No,Yes,15,"Too Busy	, Boring",,No,Yes,0.5,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Natural Sciences,20,Yes,Yes,Yes,100,,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,Yes,,,,,,,,,,
Male,Yes,Yes,Social Sciences,0,No,No,No,0,Topic Dislike,,No,Yes,,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Social Sciences,3,Yes,Yes,No,3,Too Busy,Procrastination,No,Yes,1,No,2,2,No,The book wasn't assigned,None,3,3,3,,,Yes,Little Brother,2014,2,No,No,No,No,No,2,Group,,,,
Male,Yes,Yes,Natural Sciences,3,No,No,No,0,Too Busy,,No,Yes,1,Yes,0,0,No,The book wasn't assigned,None,,,,,,Yes,Little Brother,2014,0,No,No,No,No,No,0,,,,,
Male,Yes,Yes,Fine Arts,2,No,No,Yes,100,,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,Yes,,,,,,,,,,
Female,Yes,Yes,Exploratory,0,Yes,No,No,0,"Too Busy	, Not Reader",,No,Yes,1,No,0,0,No,The book wasn't assigned,None,,,,,,Yes,Little Brother,2014,0,No,No,No,No,No,0,,,,,
Female,Yes,Yes,Natural Sciences,2,Yes,Yes,Yes,1,,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Humanities,3,Yes,Yes,Yes,75,Too Busy,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Natural Sciences,0,Yes,Yes,No,0,Too Busy,"I was working at a sleepaway camp for 7 weeks. I really did not have time as I was always with my campers.  I had to sit on duty on the bunks from after dinner till 12/1 AM. After I came home, I had to take care of my brother and sister because my mother was in India.",No,Yes,,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,No,Yes,Natural Sciences,15,No,No,Yes,100,,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,Yes,,,,,,,,,,
Male,Yes,Yes,Social Sciences,0,Yes,Yes,No,0,"Too Busy	, Not Reader",,No,Yes,,Yes,0,0,No,The book wasn't assigned,None,,,,,,Yes,Little Brother,2014,0,No,No,No,No,No,0,,,,,
Female,Yes,Yes,Exploratory,1,Yes,Yes,No,0,,"I was told I did't have to.  If I was required to, I would've read the book.",No,Yes,0.75,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Natural Sciences,3,Yes,No,Yes,68,Too Busy,Concussion,No,Yes,1,Yes,100,0,No,The book wasn't assigned,None,3,4,4,,,Yes,Little Brother,2014,100,No,Yes,Yes,Yes,No,0,,,,,
Female,Yes,Yes,Natural Sciences,3,Yes,Yes,Yes,100,,,No,Yes,0.75,No,1,0,No,The book wasn't assigned,None,4,2,2,,,Yes,Little Brother,2014,1,Yes,No,No,Yes,No,0,,,,,
Female,Yes,Yes,Social Sciences,3,No,No,Yes,50,"Boring, Topic Dislike",,No,Yes,0.75,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Male,Yes,Yes,Natural Sciences,2,No,No,Yes,30,Too Busy,,No,Yes,0.75,No,1.00E-04,0.001,No,The book wasn't assigned,None,1,1,1,,,Yes,Little Brother,2014,0.001,No,No,No,No,No,0,,,,,
Female,Yes,Yes,Natural Sciences,0,No,No,No,,Topic Dislike,Didnt know about it,No,Yes,,No,0,0,No,The book wasn't assigned,None,1,1,1,,,Yes,Little Brother,2014,0,,No,No,,No,0,,,,,
Female,Yes,Yes,Natural Sciences,1,No,No,Yes,100,,,No,Yes,1,Yes,90,0,No,The book wasn't assigned,None,2,2,2,,,Yes,Little Brother,2014,90,Yes,Yes,Yes,Yes,No,0,,,,,
Female,Yes,Yes,Natural Sciences,3,Yes,Yes,No,0,Too Busy,I couldn't find a copy of the book.,No,Yes,,No,0,0,No,The book wasn't assigned,None,,,,,,Yes,Little Brother,2014,0,No,No,No,No,No,0,,,,,
Female,Yes,Yes,Natural Sciences,5,Yes,Yes,No,10,,I had heard from people who had taken the course that professors did not use the book,,Yes,,No,0,0,No,The book wasn't assigned,None,3,3,3,,,Yes,Little Brother,2014,0,No,No,No,No,No,0,,,,,
Female,Yes,Yes,Humanities,15,Yes,Yes,Yes,100,,,No,Yes,1,,,,,,,,,,,,,Little Brother,2014,,Yes,,,,,,,,,,
Trans/NonBinary,Yes,Yes,Humanities,12,No,No,No,0,,Got accepted a week before soccer preseason,No,Yes,,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Male,Yes,Yes,Natural Sciences,3,No,No,No,0,,very busy,No,Yes,,,,,,,,,,,,,,Little Brother,2014,,No,,,,,,,,,,
Female,Yes,Yes,Social Sciences,2,Yes,Yes,Yes,5,Too Busy,I wasn't sure if it was required,No,Yes,0.666666667,No,0,1,No,The book wasn't assigned,None,5,5,1,1,No,Yes,It's Complicated,2014,1,No,No,No,No,Yes,0,,,,,
Female,Yes,Yes,Natural Sciences,1,No,No,Yes,85,"Too Busy	, Not Reader, Boring, Topic Dislike",,No,Yes,0.833333333,Yes,90,0,No,The book wasn't assigned,None,2,2,1,2,No,Yes,It's Complicated,2014,90,Yes,Yes,Yes,Yes,Yes,2,Group,,,,
Male,Yes,Yes,Humanities,4,Yes,Yes,Yes,95,"Too Busy	, Boring",,No,Yes,0.666666667,Yes,90,0,Yes,Some of the chapters in the book,Free write in class,2,4,2,5,No,Yes,It's Complicated,2014,90,Yes,Yes,Yes,Yes,Yes,10,"Individual, Group",,,,
Female,Yes,Yes,Social Sciences,15,No,No,Yes,5,"Too Busy	, Boring, Topic Dislike",,No,Yes,0.5,No,5,0,No,The book wasn't assigned,None,1,2,1,2,No,Yes,It's Complicated,2014,5,No,No,No,No,Yes,0,,,,,
Female,Yes,Yes,Natural Sciences,0,No,No,Yes,0,"Boring, Topic Dislike",,No,Yes,0.333333333,,,,,,,,,,,,,It's Complicated,2014,,No,,,,,,,,,,
Male,Yes,Yes,Social Sciences,1,No,No,Yes,1,,,No,Yes,0.666666667,No,75,25,Yes,The book wasn't assigned,None,3,5,3,,No,Yes,It's Complicated,2014,100,No,No,Yes,Yes,No,1,Individual,,,,
Female,Yes,Yes,Social Sciences,3,Yes,Yes,No,65,Boring,,No,Yes,,,,,,,,,,,,,,It's Complicated,2014,,No,,,,,,,,,,
Female,Yes,Yes,Exploratory,0,No,No,No,0,"Too Busy	, Not Reader",Wat too busy,Yes,Yes,0.333333333,No,0,0,No,Some of the chapters in the book,None,2,2,2,,,Yes,It's Complicated,2014,0,No,No,No,No,No,,,,,,
Male,Yes,Yes,Fine Arts,2,Yes,Yes,Yes,25,Boring,I can't read books that I don't enjoy in the slightest,No,Yes,0.666666667,,,,,,,,,,,,,It's Complicated,2014,,No,,,,,,,,,,
Female,Yes,Yes,Natural Sciences,2,No,No,No,0,Too Busy,I wasn't aware of the reading and I had issues moving states,No,Yes,0.5,,,,,,,,,,,,,It's Complicated,2014,,No,,,,,,,,,,
Female,Yes,Yes,Social Sciences,4,No,No,Yes,50,"Too Busy	, No Point",,No,Yes,0.166666667,No,0,50,Yes,The book wasn't assigned,Response/Reflection paper,3,3,3,3,No,Yes,It's Complicated,2014,50,No,No,No,No,Yes,2,Group,,,,
Male,Yes,Yes,Natural Sciences,5,No,No,No,20,"No Point, Boring",no one else seemed to have,No,Yes,0.833333333,No,10,0,No,The book wasn't assigned,None,2,2,2,3,No,Yes,It's Complicated,2014,10,No,No,No,No,No,,,,,,
Male,Yes,Yes,Natural Sciences,2,No,No,No,0,"Boring, Topic Dislike",Saw no need to read the book!,No,Yes,0.666666667,Yes,0,0,No,The book wasn't assigned,None,3,3,3,3,No,Yes,It's Complicated,2014,0,No,No,No,No,Yes,0,,,,,
Female,Yes,Yes,Fine Arts,8,No,No,Yes,15,Boring,,Yes,Yes,0.166666667,No,0,0,No,The book wasn't assigned,None,2,2,2,3,No,Yes,It's Complicated,2014,0,No,No,No,No,Yes,5,Group,,,,
Female,Yes,Yes,Social Sciences,3,Yes,Yes,Yes,10,"Too Busy	, Boring, Topic Dislike",,No,Yes,0.5,,,,,,,,,,,,,It's Complicated,2014,,No,,,,,,,,,,
Female,Yes,Yes,Natural Sciences,10,Yes,Yes,Yes,1,,,No,Yes,0.666666667,No,1,0,No,The book wasn't assigned,None,1,1,1,1,No,Yes,It's Complicated,2014,1,No,No,No,No,No,0,,,,,
Male,Yes,Yes,Natural Sciences,1,Yes,Yes,No,1,,,No,Yes,0.833333333,No,1,0,No,The book wasn't assigned,None,3,3,1,4,No,Yes,It's Complicated,2014,1,No,No,No,No,Yes,2,Group,,,,
Male,Yes,Yes,Natural Sciences,3,Yes,Yes,Yes,0,Too Busy,I worked a 4 a.m to 3-4 p.m. job so weekends consisted of catching up on sleep and packing for my mom's move out to Oregon.,No,Yes,,No,0,0,No,The book wasn't assigned,None,1,1,1,1,No,Yes,It's Complicated,2014,0,No,No,No,No,Yes,0,"Individual, Group",,,,
Female,Yes,Yes,Natural Sciences,2,Yes,Yes,Yes,1,,,Yes,Yes,0.833333333,No,1,0,No,The book wasn't assigned,None,2,2,2,2,No,Yes,It's Complicated,2014,1,No,No,No,No,Yes,1,Individual,,,,
Male,Yes,Yes,Social Sciences,2,No,No,No,0,Too Busy,,No,Yes,0.166666667,,,,,,,,,,,,,It's Complicated,2014,,No,,,,,,,,,,
Female,Yes,Yes,Exploratory,1,No,No,Yes,10,Boring,I found it frustrating to read because it was very repetitive and seemed to ignore major issues of technology while only looking at the positives.,No,Yes,0.833333333,No,10,10,Yes,Some of the chapters in the book,None,1,1,1,3,No,Yes,It's Complicated,2014,10,No,No,No,No,Yes,3,Group,,,,
Female,Yes,Yes,Social Sciences,10,Yes,Yes,No,1,,,No,Yes,0.833333333,No,1,1,Yes,Some of the chapters in the book,Response/Reflection paper,4,4,3,4,No,Yes,It's Complicated,2014,1,No,No,No,No,Yes,5,Individual,,,,
Female,Yes,Yes,Natural Sciences,8,Yes,Yes,Yes,1,,,No,Yes,0.833333333,,,,,,,,,,,,,It's Complicated,2014,,No,,,,,,,,,,
Male,Yes,Yes,Natural Sciences,2,No,No,No,1,"Not Reader, Boring",,No,Yes,0.666666667,No,1,1,No,The book wasn't assigned,None,1,1,1,1,No,Yes,It's Complicated,2014,1,No,No,No,No,Yes,2,"Individual, Group",,,,
Male,Yes,Yes,Fine Arts,2,Yes,Yes,Yes,10,Boring,,Yes,Yes,0.666666667,No,15,15,Yes,The book wasn't assigned,Free write in class,5,4,5,2,No,Yes,It's Complicated,2014,15,No,No,No,No,Yes,2,Group,,,,
Male,Yes,Yes,Natural Sciences,3,Yes,Yes,Yes,100,,,No,Yes,0.833333333,No,100,15,Yes,All of the book,None,3,2,5,2,No,Yes,It's Complicated,2014,100,Yes,Yes,Yes,Yes,Yes,4,"Individual, Group",,,,
Female,Yes,Yes,Exploratory,2,No,No,No,0,"Too Busy	, Topic Dislike",,No,Yes,0.5,No,0,10,No,Some of the chapters in the book,None,2,1,1,2,No,Yes,It's Complicated,2014,10,No,No,No,No,Yes,1,Group,,,,
Female,Yes,Yes,Social Sciences,3,No,No,Yes,10,"Too Busy	, Boring, Topic Dislike",,No,Yes,0.833333333,No,10,10,No,The book wasn't assigned,None,2,3,2,3,No,Yes,It's Complicated,2014,10,No,No,No,No,Yes,5,Group,,,,
Male,Yes,Yes,Exploratory,4,No,No,Yes,35,"Too Busy	, Boring",,No,Yes,0.5,No,35,0,No,The book wasn't assigned,None,1,1,2,,No,Yes,It's Complicated,2014,35,No,No,No,No,No,8,Individual,,,,
Male,Yes,Yes,Natural Sciences,2,Yes,Yes,Yes,20,Boring,Told teens who use social media about teens who use social media,No,Yes,0.5,,,,,,,,,,,,,It's Complicated,2014,,No,,,,,,,,,,
Male,Yes,Yes,Social Sciences,1,Yes,Yes,Yes,0,Too Busy,,No,Yes,0.166666667,No,1,1,No,The book wasn't assigned,None,3,3,3,5,No,Yes,It's Complicated,2014,1,No,No,No,No,Yes,0,,,,,
Female,Yes,Yes,Natural Sciences,3,Yes,Yes,No,50,"Not Reader, No Point, Boring, Topic Dislike",I was told it wasn't going to be used for assignments,Yes,Yes,0.666666667,No,50,50,No,The book wasn't assigned,Blog post,1,1,3,,,Yes,It's Complicated,2014,50,No,No,No,No,No,,,,,,
Female,Yes,Yes,Natural Sciences,3,No,No,Yes,15,"Boring, Topic Dislike",,No,Yes,0.166666667,No,5,0,No,The book wasn't assigned,None,3,3,2,3,No,Yes,It's Complicated,2014,5,No,No,No,No,No,0,Individual,,,,
Female,Yes,Yes,Exploratory,3,No,No,Yes,1,,,No,Yes,0.833333333,No,100,0,No,The book wasn't assigned,None,2,1,3,3,No,Yes,It's Complicated,2014,100,No,Yes,Yes,Yes,Yes,3,Group,,,,
Female,Yes,Yes,Social Sciences,1,No,No,Yes,25,"Not Reader, Boring",repetitive,No,Yes,0.666666667,No,30,0,No,The book wasn't assigned,None,1,1,1,1,No,Yes,It's Complicated,2014,30,No,No,No,No,Yes,0,,,,,
Female,Yes,Yes,Social Sciences,5,Yes,Yes,Yes,5,"Boring, Topic Dislike","It was very repetitive, and it did not hold my interest.",No,Yes,0.5,No,5,0,No,The book wasn't assigned,None,1,1,1,1,No,Yes,It's Complicated,2014,5,No,No,No,No,Yes,2,Group,,,,
Female,Yes,Yes,Natural Sciences,1,No,No,No,0,Topic Dislike,I didn't remember it,No,Yes,0.833333333,No,0,0,No,The book wasn't assigned,None,,,,,,Yes,It's Complicated,2014,0,No,No,No,No,No,2,Individual,,,,
Female,Yes,Yes,Social Sciences,4,Yes,Yes,Yes,10,"Too Busy	, Boring",,No,Yes,0.5,Yes,10,0,No,The book wasn't assigned,None,1,1,1,1,No,Yes,It's Complicated,2014,10,No,No,No,No,No,0,,,,,
Female,Yes,Yes,Natural Sciences,10,Yes,Yes,Yes,25,"Boring, Topic Dislike",Read other books that I wanted to read,No,Yes,0.5,No,5,0,No,The book wasn't assigned,None,1,1,1,1,No,Yes,It's Complicated,2014,5,No,No,No,No,No,0,,,,,
Female,Yes,Yes,Social Sciences,5,No,No,Yes,20,"Too Busy	, Boring",,No,Yes,0.833333333,No,10,15,No,Some of the chapters in the book,None,2,3,1,,No,Yes,It's Complicated,2014,15,No,No,No,No,No,2,Group,,,,
Female,Yes,Yes,Social Sciences,8,No,No,No,0,Topic Dislike,,No,Yes,,No,,,,,None,,,,,,Yes,It's Complicated,2014,,No,,,,No,,,,,,
Female,Yes,Yes,Natural Sciences,7,No,No,No,0,Topic Dislike,Not a book I wanted to use my summer time on,No,Yes,0.5,Yes,0,0,No,The book wasn't assigned,None,,,,,,Yes,It's Complicated,2014,0,No,No,No,No,No,0,,,,,
Male,Yes,Yes,Social Sciences,0,Yes,No,Yes,0,"Too Busy	, Not Reader, No Point, Boring, Topic Dislike",,No,Yes,0.166666667,,,,No,The book wasn't assigned,None,1,1,2,,No,Yes,It's Complicated,2014,,No,,,,No,3,"Individual, Group",,,,
Male,Yes,Yes,Social Sciences,0,Yes,No,Yes,0,"Too Busy	, Not Reader, No Point, Boring, Topic Dislike",,No,Yes,0.166666667,,,0,No,The book wasn't assigned,None,5,5,5,5,No,Yes,It's Complicated,2014,0,No,,No,,No,,,,,,
Male,Yes,Yes,Social Sciences,0,Yes,No,Yes,0,"Too Busy	, Not Reader, No Point, Boring, Topic Dislike",,No,Yes,0.166666667,,,,No,The book wasn't assigned,None,5,5,5,5,No,Yes,It's Complicated,2014,,No,,,,Yes,0,Group,,,,
Male,Yes,Yes,Social Sciences,0,Yes,No,Yes,0,"Too Busy	, Not Reader, No Point, Boring, Topic Dislike",,No,Yes,0.166666667,,,0,No,The book wasn't assigned,None,5,2,2,2,No,Yes,It's Complicated,2014,0,No,,No,,Yes,0,,,,,
Male,Yes,Yes,Social Sciences,0,Yes,No,Yes,0,"Too Busy	, Not Reader, No Point, Boring, Topic Dislike",,No,Yes,0.166666667,,,5,No,The book wasn't assigned,Free write in class,2,2,2,4,No,Yes,It's Complicated,2014,5,No,,No,,Yes,2,"Individual, Group",,,,
Female,Yes,Yes,Social Sciences,0,Yes,Yes,No,0,"Not Reader, Boring, Topic Dislike",,No,Yes,0.333333333,No,0,0,No,The book wasn't assigned,None,1,1,1,3,No,Yes,It's Complicated,2014,0,No,No,No,No,Yes,0,,,,,
Female,Yes,Yes,Natural Sciences,5,Yes,Yes,Yes,1,,,No,Yes,0.666666667,No,100,0,No,The book wasn't assigned,None,3,2,2,,No,Yes,It's Complicated,2014,100,No,Yes,Yes,Yes,No,3,Group,,,,
Female,Yes,Yes,Natural Sciences,6,Yes,Yes,Yes,40,Topic Dislike,,No,Yes,,No,20,30,No,The book wasn't assigned,None,1,1,1,,No,Yes,It's Complicated,2014,30,No,No,No,No,No,4,Group,,,,
Male,Yes,Yes,Fine Arts,1,No,No,Yes,10,Too Busy,,No,Yes,0.333333333,No,10,20,Yes,All of the book,Formal Essay for CWS,3,3,3,,No,Yes,It's Complicated,2014,20,No,No,No,No,No,0,,,,,
Male,Yes,Yes,Natural Sciences,5,No,No,Yes,100,,,No,Yes,0.333333333,No,90,0,No,The book wasn't assigned,None,3,4,3,1,No,Yes,It's Complicated,2014,90,Yes,Yes,Yes,Yes,No,2,Individual,,,,
Female,Yes,Yes,Social Sciences,1,No,No,No,0,No Point,,No,Yes,0.333333333,No,0,0,No,The book wasn't assigned,None,,,,,No,Yes,It's Complicated,2014,0,No,No,No,No,No,0,,,,,
Female,Yes,Yes,Natural Sciences,4,Yes,Yes,No,0,Topic Dislike,,No,Yes,0.5,No,0,0,No,The book wasn't assigned,None,1,1,1,,No,Yes,It's Complicated,2014,0,No,No,No,No,No,3,"Individual, Group",,,,
Male,Yes,Yes,Natural Sciences,3,Yes,Yes,Yes,90,Boring,,No,Yes,0.833333333,No,60,0,No,The book wasn't assigned,None,1,1,1,,,Yes,It's Complicated,2014,60,Yes,No,No,Yes,No,,,,,,
Female,Yes,Yes,Natural Sciences,6,No,No,No,5,"No Point, Boring, Topic Dislike","It's a pointless assignment, and the book is not fulfilling the purpose of a liberal arts education. It's navel gazing, since we all are intimately familiar with the internet and social media. Ultimately, it's transitory: simply a tool. We need to be reading books that actively stretch our minds, and help us to form answers to deeper questions.",Yes,Yes,0.833333333,No,50,0,No,The book wasn't assigned,None,1,1,1,,,Yes,It's Complicated,2014,50,No,No,No,No,No,,,,,,
Female,Yes,Yes,Natural Sciences,7,No,No,No,0,,Forgot all about it,No,Yes,,No,0,0,No,The book wasn't assigned,None,3,3,3,,,Yes,It's Complicated,2014,0,No,No,No,No,No,0,,,,,
Male,Yes,Yes,Natural Sciences,2,Yes,Yes,No,40,Too Busy,,No,Yes,0.666666667,No,30,0,No,The book wasn't assigned,None,2,2,1,3,No,Yes,It's Complicated,2014,30,No,No,No,No,Yes,0,,,,,
Male,Yes,Yes,Natural Sciences,0,Yes,Yes,No,0,Not Reader,,No,Yes,0.333333333,No,0,0,No,The book wasn't assigned,None,3,3,3,3,No,Yes,It's Complicated,2014,0,No,No,No,No,No,0,,,,,
Male,Yes,Yes,Humanities,1,No,No,No,0,Boring,,No,Yes,0.333333333,No,0,0,No,The book wasn't assigned,None,1,1,1,1,No,Yes,It's Complicated,2014,0,No,No,No,No,No,0,,,,,
Female,Yes,Yes,Natural Sciences,5,No,No,Yes,1,,,No,Yes,0.666666667,No,25,25,No,The book wasn't assigned,None,2,1,1,3,No,Yes,It's Complicated,2014,25,No,No,No,No,Yes,1,Group,,,,
Male,Yes,Yes,Natural Sciences,1,No,No,Yes,70,"Too Busy	, Not Reader, Topic Dislike",,No,Yes,0.5,No,60,0,No,The book wasn't assigned,None,3,3,1,,No,Yes,It's Complicated,2014,60,No,No,No,No,No,0,,,,,
Female,Yes,Yes,Exploratory,7,No,No,Yes,50,"Too Busy	, Boring",Had other books I preferred to read,No,Yes,0.833333333,No,40,50,Yes,The book wasn't assigned,None,3,,2,2,No,Yes,It's Complicated,2014,50,No,No,No,No,Yes,3,Group,,,,
Female,Yes,Yes,Natural Sciences,0,No,No,Yes,10,"Too Busy	, No Point, Boring, Topic Dislike",It was entirely too repetitive,No,Yes,0.833333333,No,5,0,No,The book wasn't assigned,None,2,3,1,,No,Yes,It's Complicated,2014,5,No,No,No,No,No,2,Individual,,,,
Male,Yes,Yes,Natural Sciences,1,Yes,Yes,No,100,,,No,Yes,0.833333333,No,75,10,No,The book wasn't assigned,None,1,2,1,,No,Yes,It's Complicated,2014,85,Yes,No,Yes,Yes,No,0,,,,,
Female,Yes,Yes,Social Sciences,4,Yes,Yes,Yes,0,Topic Dislike,,No,Yes,0.5,,,,,,,,,,,,,It's Complicated,2014,,No,,,,,,,,,,
Female,Yes,Yes,Fine Arts,6,Yes,Yes,No,0,Boring,"it was an interesting topic, however the way it was written and presented was not conducive",No,Yes,0.5,Yes,0,0,No,The book wasn't assigned,None,1,1,1,1,No,Yes,It's Complicated,2014,0,No,No,No,No,No,0,,,,,
Female,Yes,Yes,Natural Sciences,0,No,No,No,0,,I didn't know we had to read a book,No,Yes,,No,0,0,No,The book wasn't assigned,None,1,1,1,1,No,Yes,It's Complicated,2014,0,No,No,No,No,Yes,0,,,,,
Trans/NonBinary,Yes,Yes,Social Sciences,6,No,No,Yes,1,,N/A,No,Yes,0.833333333,No,100,100,No,The book wasn't assigned,None,4,5,4,3,No,Yes,It's Complicated,2014,100,No,Yes,Yes,Yes,No,5,Group,,,,
Male,Yes,Yes,Humanities,10,Yes,Yes,No,75,Boring,,No,Yes,0.666666667,,,,,,,,,,,,,It's Complicated,2014,,No,,,,,,,,,,
Male,Yes,Yes,Social Sciences,4,Yes,Yes,Yes,60,Too Busy,,No,Yes,0.5,,,,,,,,,,,,,It's Complicated,2014,,No,,,,,,,,,,
